sentence,label
می‌دانی مثلاً چه اتفاقی درون زندگیشون می‌افتد که از حد خودشان می‌گذرند,رسمی
 ببین  دفعه آخری که آلمانی ها عقب نشینی کردن عاقبت خوشی نداشت,محاوره
  بهتر بود یه هتل می گرفتیم,محاوره
و اگر بتونه خطشون را الان بشکند اوضاع را عوض می‌کند,رسمی
نه نمی‌توانم نمی‌توانم با دنیل و مالی وقت بگذرانم,رسمی
این  خونه چقدر بیرون از شهره؟,محاوره
  کلش رو میریزه روی سرش و میخوابه,محاوره
به گروهبان‌ها بگو برگردن از زخمی‌ها مراقبت کنید,رسمی
 انریمور که تاحالا سرزمین بی طرف رو ندیده,محاوره
  چیزی نیست  چیزیت نیست  حرکت نکن  حرکت نکن,محاوره
خب اینا همون رفتارای احساسی هستن که توی کتاب بهش اشاره شده,محاوره
چیزی نیست که بخواهیم به آن فکر کنیم برادر بزرگمه,رسمی
 همون بهتر که اصلا برنگردی,محاوره
دارم سعی می کنم بازش کنم نیم اینچ دیگه مونده,محاوره
از کجا می‌دانی؟ حتی بلد نیستی حرف بزنی,رسمی
چه خبره پسر کوچولو امضاش کن,رسمی
 هوی راننده  میگم اگه روی جاده لعنتی حرکت کنی صواب داره,محاوره
  زودباشین بچه ها  برا آخرین بار  آره  یک  دو  سه,محاوره
جلو سمت چپ بعد از اسب‌های مرده,رسمی
صدها و هزاران ساعت فیلم رو اون حافظه ها بود,محاوره
فکر می‌کردم قرار هست کار آسونی را انجام بدیم باشد؟,رسمی
مردک احمق مگر سر آوردی؟ زدی سرباز زخمی را ناکار کردی,رسمی
  و داره رو همین موضوع حساب باز میکنه,محاوره
آن متقاعدت کرده که سعی نکنی,رسمی
باید متوقفش کنید باید متوقفش کنید,رسمی
  تا مایل ها دورتر از اینجا کسی نیست,محاوره
  دست  هفت  یک دقیقه,محاوره
  اون ما رو میکشه چی پیش خودت فکر کرده بودی احمق ؟,محاوره
< > فقط میروم به اردن < >,محاوره
پس ادامه بده جاندالار ببینیم چه می‌شود,رسمی
کل هفته اخم کنی  نمیخوای یکم حال کنی؟,محاوره
نبرد سم را یادت نیست؟,رسمی
ولی مزارع طلایی انتظارم را می‌کشند,رسمی
جلوت را بپا از سر راهم برو کنار پس,رسمی
نقشه میگه برسیم به اون خط الراس   بعدش مستقیم می تونیم بریم  اکوست,محاوره
سرجوخه بلیک و اسکوفیلد قربان,رسمی
 سندرز به من گفت که تو نقشه خوانی استادی حقیقت داره؟,محاوره
 قسمت جلوییش رو به سمت چپ بچرخون,محاوره
هی بایست رفیق داری کجا می‌روی؟,رسمی
بیش تر از قبل درخت در میاد,محاوره
< >اما در سرزمین نوارنی   که عازمش هستم< >,محاوره
خب  خاطرجمع می شم که نارضایتی ت به اطلاع فرماندهی برسه,محاوره
سعی کن تنها نباشی و شاهد داشته باشی,رسمی
برای خودت آرزوی موفقیت کن رفیق گمونم خودت بیشتر به آن احتیاج داری,رسمی
مولی دانشگاه میره   خب منم دبیرستانی ام  ,محاوره
تو خیلی قابل‌پیش‌بینی هستی,رسمی
حتماً یکی از این دوتا است وقتی میوه نداشته باشند تشخیصش سخت,رسمی
من گه صدات می کنم   اوه  اومدن  ,محاوره
می‌خواستیش چه کار؟ تشنه‌ام بود,رسمی
 و بدتر از همه اونقدر به سرش روغن مالیده بود,محاوره
آره  درسته با این سرعت یه معجزه کوفتی حساب میشه,محاوره
چرا؟ چون می‌دانی حق با من هست؟,رسمی
تو هم می‌توانی با ما باشی,رسمی
 به سوی رود اردن خواهم رفت,محاوره
و آخر سر حتی درختای بیشتری درمیآید,رسمی
  کمک  یه نفر به من کمک کنه,محاوره
می‌توانی بیخیالش بشوی؟ نه قربان,رسمی
فکر کنم بشود این را خورد,رسمی
درست شبیه خودته  فقط یخورده بزرگتره,محاوره
  خیلی بدم این وسیله بیفته دست آلمانی ها پس میشه وقتی شروع کردن به شلیک کردن بهتون,محاوره
انگار مثلا این تویی که حاملس,محاوره
خیلی بدهم این وسیله بیافتد دست آلمانی‌ها پس می‌شود وقتی شروع کردند به شلیک کردند به شما,رسمی
ولی بعضی آدما فقط  میخوان بجنگن,محاوره
سه مایل عمق استحکامات می‌دانی تجهیزات دفاعی توپخانه,رسمی
 جسد دو نفرشون رو آوردیم اینجا اون یکی رو نتونستیم,محاوره
زودباش برو دیگر از کنارش که می‌توانی رد بشوی,رسمی
به نظرم خودشان می‌خواستند ما از آن مسیر برویم می‌خواستند زنده به گورمون کنند,رسمی
بعدش اسکات از دستشویی آمد بیرون,رسمی
و من اسم وسط تو را نمی‌دانم هنوز,رسمی
از اینجا تا در‌ادامه دارد,رسمی
  با الکی آنها به دریا رفتند  ,محاوره
مشکلتم همین هست که هیچوقت هیچ چیزی نمی‌دانی,رسمی
دوست ندارم منورها دست آلمانی‌ها بیافتد,رسمی
گفتن این واقعا چیز احمقانه ایه,محاوره
شبیه من هست ولی کمی بزرگتر,رسمی
 از مادر و زنشون متنفرن  آلمان حتما یه گوه دونیه,محاوره
 نباید این جنگ ادامه پیدا کنه به من دستور داده شده جلوش رو بگیرم,محاوره
  می دانم که خیس خواهم شد و عذاب خواهم کشید  ,محاوره
ما را درگیر این چیزها کردند,رسمی
  خیلی خب  زودباشین بچه ها  زود باشین زودباشین  بچه ها,محاوره
بهیارها رو فرا بخون  بیان به مجروحین رسیدگی کنن,محاوره
سندرز بهم گفت که نقشه خوان‌های خوبی هستین درسته؟,رسمی
این قضیه مشکلی واسم اینجا نمیکنه ,محاوره
< > می‌دانم راهم خیلی سخت و ناهموار است< >,رسمی
هی  راننده  چطوره بجای اینکارا  یکمم سعی کنی توی جاده حرکت کنی,محاوره
امکان ندارد آن طوری خودت را برسانی مرد عقل نداری؟,رسمی
یک پیغام اضطراری برای گردان دوم دوانز دارد قربان,رسمی
  دیگه خارج از اینجایی وجود نداره,محاوره
هیچ پناهگاهی هست قربان؟ جایی که بشود پرید در آن؟,رسمی
یعنی این الان ادای سروان بولفوی بود؟,رسمی
 قبل از جنگ منطقه  تیپوال هم اینقدر ساکت بود؟,محاوره
  به آنجا خواهم رفت تا پدرم را ببینم  ,محاوره
از اینجا رفته به سمت در,رسمی
  من اینو جمع و جور میکنم,محاوره
شروع می کنه به استفراغ کردن و ما تو  دردسر میفتیم,محاوره
ماها کلی غذا داریم بچه‌ها,رسمی
بالا دیگر جاندالار یک امتحانی بکن بیا ببینیم ش,رسمی
حتی موش‌هاشون هم بزرگ‌تر از موش‌های ماست,رسمی
 یه خبری شده  صدای شنیدی؟,محاوره
تا‌جایی‌که من می‌دانم زنده است,رسمی
تو که منظورم رو میدونی,محاوره
موفق باشی مراقب باش خراب نکنی,رسمی
  و با کمکتون  مایلم همچنان زنده بمونه,محاوره
ولی بعضی آدم‌ها فقط می‌خواهند بجنگند,رسمی
جلوش را تکیه‌گاه کنید و از چپ آن را بچرخانید,رسمی
  غریبه ای بیچاره و سرگردانم  ,محاوره
و اگر بتونه خط جدیدشون را درهم بشکند می‌تواند نتیجه جنگ را تغییر بده,رسمی
